cluster,NOX_p25,NOX_median,NOX_p75,CO_p25,CO_median,CO_p75,PM10_p25,PM10_median,PM10_p75,PM2.5_p25,PM2.5_median,PM2.5_p75,O3_p25,O3_median,O3_p75,NO_p25,NO_median,NO_p75,NO2_p25,NO2_median,NO2_p75,SO2_p25,SO2_median,SO2_p75,count_count
0,17.7,25.9,41.0,0.94,1.44,1.95,40.0,58.0,80.58400800705607,10.0,17.0,26.0,8.0,13.0,21.0,3.5,5.5,11.54427243191458,13.0,19.3,28.2,2.9,3.6,4.7,23404.0
1,6.5,8.9,12.5,0.59,1.03,1.56,29.0,40.0,54.0,6.368417574845531,10.36708126715137,16.0,18.0,23.0,30.0,2.2,2.5,2.9,4.1,6.4,9.7,2.5,3.179993075715323,4.0,16976.0
