cluster,NOX_p25,NOX_median,NOX_p75,CO_p25,CO_median,CO_p75,PM10_p25,PM10_median,PM10_p75,PM2.5_p25,PM2.5_median,PM2.5_p75,O3_p25,O3_median,O3_p75,NO_p25,NO_median,NO_p75,NO2_p25,NO2_median,NO2_p75,SO2_p25,SO2_median,SO2_p75,count_count
0,10.4,15.8,24.6,0.8,1.25,1.75,44.0,61.0,84.0,11.65,19.0,28.0,28.0,40.0,56.0,3.5,4.6,7.4,6.5,10.7,16.9,2.8,3.7,5.3,18673.0
1,42.4,54.3,72.6,1.29,1.76,2.32,73.0,95.0,122.0,22.0,31.02,43.0,13.0,22.0,32.0,14.2,21.8,35.3,24.3,30.6,39.0,3.7,5.3,7.3,5555.0
