cluster,NOX_p25,NOX_median,NOX_p75,CO_p25,CO_median,CO_p75,PM10_p25,PM10_median,PM10_p75,PM2.5_p25,PM2.5_median,PM2.5_p75,O3_p25,O3_median,O3_p75,NO_p25,NO_median,NO_p75,NO2_p25,NO2_median,NO2_p75,SO2_p25,SO2_median,SO2_p75,count_count
0,25.7,37.6,60.7,0.98,1.47,2.03,43.0,60.55187631971722,84.0,11.99607880068,19.0,28.0,6.0,9.90906287204739,14.0,8.8,16.0,32.0,14.8,20.3,27.8,2.8,3.6,4.9,12813.0
1,8.9,11.7,15.1,0.84,1.32,1.76,29.0,41.0,58.0,7.0,11.0,16.0,13.0,19.0,26.0,3.0,4.0,5.1,5.155215589468709,7.4,10.4,2.7,3.3,4.2,3339.0
