k,silhouette,dbi,inertia
2,0.22317024136692792,1.6465689387867566,97378.11512466468
3,0.18631592631498634,1.67923780655622,83848.68878184816
4,0.1641517345674546,1.7116310674328705,76208.27645049221
5,0.1598920698736655,1.6648902835349144,69941.0370691537
6,0.15152141266025043,1.6932862662036026,65998.0482313089
7,0.14752364150372432,1.6360869166041312,62881.421542433076
8,0.14381455223706963,1.7263017952724014,59960.4417025405
