date,station,time_window,NOX,CO,PM10,PM2.5,O3,NO,NO2,SO2,cluster,cluster_semantic,supervised_label
2022-02-04 22:00:00,NOROESTE2,night,28.1,1.61,28.0,13.16102405669921,13.0,4.8,23.4,3.060010459933981,C1,Tráfico alto,Mixto
2022-02-04 23:00:00,NOROESTE2,night,48.0,1.8,34.0,14.40999048889434,5.0,15.8,32.3,3.1,C1,Tráfico alto,Tráfico alto
2022-02-07 00:00:00,NOROESTE2,night,32.0,1.92,51.0,34.89,8.0,8.6,23.5,3.159423910853854,C1,Tráfico alto,Tráfico alto
2022-02-07 01:00:00,NOROESTE2,night,31.8,2.04,43.0,40.08,6.0,8.3,23.5,3.1,C1,Tráfico alto,Tráfico alto
2022-02-07 02:00:00,NOROESTE2,night,27.2,1.99,47.0,41.34,5.0,5.5,21.7,3.2,C1,Tráfico alto,Tráfico alto
2022-02-07 03:00:00,NOROESTE2,night,21.9,1.89,40.0,39.02,5.0,4.2,17.8,3.1,C1,Tráfico alto,Tráfico alto
2022-02-07 04:00:00,NOROESTE2,night,12.5,1.67,37.0,38.45026680509744,12.0,2.9,9.7,3.0,C0,Mixto,Partículas
2022-02-07 05:00:00,NOROESTE2,night,16.7,1.71,37.0,32.85379380347051,12.0,3.6,13.3,3.1,C1,Tráfico alto,Partículas
2022-02-07 20:00:00,NOROESTE2,night,39.4,1.97,27.0,16.8,18.0,11.1,28.5,2.9,C1,Tráfico alto,Tráfico alto
2022-02-07 21:00:00,NOROESTE2,night,48.0,1.97,43.0,18.71,13.0,19.5,28.7,2.8,C1,Tráfico alto,Tráfico alto
2022-02-07 22:00:00,NOROESTE2,night,61.7,2.39,51.0,36.29,7.0,28.1,33.8,2.9,C1,Tráfico alto,Tráfico alto
2022-02-07 23:00:00,NOROESTE2,night,54.4,2.15,85.0,26.24,6.0,24.6,30.0,2.9,C1,Tráfico alto,Tráfico alto
2022-02-08 00:00:00,NOROESTE2,night,46.3,2.02,54.0,23.54,7.0,17.4,29.1,2.859958125448882,C1,Tráfico alto,Tráfico alto
2022-02-08 01:00:00,NOROESTE2,night,27.9,1.85,52.0,21.33,11.0,6.7,21.3,2.8,C1,Tráfico alto,Tráfico alto
2022-02-08 02:00:00,NOROESTE2,night,22.1,1.63,39.0,18.36,11.0,4.1,18.0,2.8,C1,Tráfico alto,Mixto
2022-02-08 03:00:00,NOROESTE2,night,15.0,1.47,29.0,13.18,15.0,3.0,12.1,2.759999485277465,C0,Mixto,Mixto
2022-02-08 04:00:00,NOROESTE2,night,9.0,1.44,16.0,8.76,22.0,2.5,6.7,2.7,C0,Mixto,Mixto
2022-02-08 05:00:00,NOROESTE2,night,14.0,1.44,13.0,7.71,22.0,5.5,8.6,2.9,C0,Mixto,Mixto
2022-02-08 20:00:00,NOROESTE2,night,49.0,1.94,70.0,26.04,29.0,6.9,42.2,3.5,C1,Tráfico alto,Tráfico alto
2022-02-08 21:00:00,NOROESTE2,night,51.7,2.08,81.0,23.1,16.0,6.6,45.3,3.3,C1,Tráfico alto,Tráfico alto
2022-02-08 22:00:00,NOROESTE2,night,66.6,2.18,64.0,21.31,11.0,23.7,43.1,3.4,C1,Tráfico alto,Tráfico alto
2022-02-08 23:00:00,NOROESTE2,night,148.5,3.04,80.0,34.27,5.0,100.8,48.0,4.0,C1,Tráfico alto,Tráfico alto
2022-02-09 00:00:00,NOROESTE2,night,115.4,2.69,118.0,26.83,5.0,73.7,42.0,3.7,C1,Tráfico alto,Tráfico alto
2022-02-09 01:00:00,NOROESTE2,night,84.1,2.34,102.0,24.13,6.0,45.7,38.5,3.4,C1,Tráfico alto,Tráfico alto
2022-02-09 02:00:00,NOROESTE2,night,35.6,1.8,83.0,18.17,11.0,4.0,31.7,3.1,C1,Tráfico alto,Tráfico alto
2022-02-09 03:00:00,NOROESTE2,night,41.29987805066718,1.883998705155172,73.1999153458206,20.58199025982313,10.40001253417957,12.4999061799211,28.89997187074608,3.159999321507433,C1,Tráfico alto,Tráfico alto
2022-02-09 04:00:00,NOROESTE2,night,25.6,1.74,49.0,21.22,12.0,4.4,21.3,3.1,C1,Tráfico alto,Mixto
2022-02-09 05:00:00,NOROESTE2,night,35.9,1.7,52.0,23.02,8.0,11.3,24.7,3.1,C1,Tráfico alto,Tráfico alto
2022-02-09 20:00:00,NOROESTE2,night,43.0,1.95,74.0,24.32,41.0,2.9,40.2,4.1,C1,Tráfico alto,Tráfico alto
2022-02-09 21:00:00,NOROESTE2,night,27.2,1.75,84.0,14.79,33.0,3.2,24.0,3.7,C1,Tráfico alto,Partículas
2022-02-09 22:00:00,NOROESTE2,night,21.7,1.63,59.0,9.6,30.0,3.6,18.2,3.3,C0,Mixto,Mixto
2022-02-09 23:00:00,NOROESTE2,night,19.2,1.6,39.0,9.92,30.0,2.9,16.5,3.2,C0,Mixto,Mixto
2022-02-10 00:00:00,NOROESTE2,night,14.5,1.6,42.0,10.57,30.0,2.6,12.0,3.1,C0,Mixto,Mixto
2022-02-10 01:00:00,NOROESTE2,night,10.4,1.56,36.0,9.07,33.0,2.4,8.1,3.1,C0,Mixto,Mixto
2022-02-10 02:00:00,NOROESTE2,night,13.0,1.55,23.0,12.79,26.0,2.4,10.7,3.118181847347523,C0,Mixto,Mixto
2022-02-10 03:00:00,NOROESTE2,night,16.2,1.56,34.0,13.02,18.0,2.6,13.8,3.12307739363983,C0,Mixto,Mixto
2022-02-10 04:00:00,NOROESTE2,night,16.0,1.59,27.0,14.79,13.0,2.7,13.4,3.172719393646675,C0,Mixto,Mixto
2022-02-10 05:00:00,NOROESTE2,night,22.0,1.61,29.0,17.38,12.0,7.8,14.3,3.223055368218218,C1,Tráfico alto,Mixto
2022-02-10 20:00:00,NOROESTE2,night,26.1,1.87,74.0,29.21,36.0,3.0,23.1,3.3,C1,Tráfico alto,Tráfico alto
2022-02-10 21:00:00,NOROESTE2,night,21.3,1.7,67.0,20.33,29.0,3.3,18.1,3.1,C1,Tráfico alto,Mixto
2022-02-10 22:00:00,NOROESTE2,night,20.6,1.68,57.0,16.46,22.0,3.3,17.3,3.2,C1,Tráfico alto,Mixto
2022-02-10 23:00:00,NOROESTE2,night,16.4,1.71,51.0,18.68,23.0,2.8,13.7,3.2,C0,Mixto,Mixto
2022-02-11 00:00:00,NOROESTE2,night,16.6,1.68,41.0,22.85,21.0,2.9,13.8,3.160001301854441,C0,Mixto,Partículas
2022-02-11 01:00:00,NOROESTE2,night,14.5,1.59,37.0,16.84,22.0,2.6,12.0,3.1,C0,Mixto,Mixto
2022-02-11 02:00:00,NOROESTE2,night,13.6,1.65,30.0,20.82,20.0,2.5,11.2,3.2,C0,Mixto,Mixto
2022-02-11 03:00:00,NOROESTE2,night,10.6,1.54,33.0,18.71,22.0,2.5,8.2,3.1,C0,Mixto,Mixto
2022-02-11 04:00:00,NOROESTE2,night,9.3,1.51,26.0,17.91,24.0,2.4,7.0,3.1,C0,Mixto,Mixto
2022-02-11 05:00:00,NOROESTE2,night,16.5,1.56,26.0,20.82,20.0,5.0,11.5,3.0,C0,Mixto,Mixto
2022-02-11 20:00:00,NOROESTE2,night,30.2,1.95,58.94,18.69,21.0,4.1,26.2,3.1,C1,Tráfico alto,Tráfico alto
2022-02-11 21:00:00,NOROESTE2,night,24.0,1.9,49.35,15.09,19.0,4.2,19.8,3.1,C1,Tráfico alto,Tráfico alto
2022-02-11 22:00:00,NOROESTE2,night,24.8,1.85,47.61,17.18,13.0,3.8,21.1,3.139993565170203,C1,Tráfico alto,Tráfico alto
2022-02-11 23:00:00,NOROESTE2,night,49.8,2.31,69.29,29.71,6.0,23.3,26.7,3.2,C1,Tráfico alto,Tráfico alto
2022-02-14 00:00:00,NOROESTE2,night,40.9,2.08,61.56,20.58,9.0,8.6,32.4,3.2,C1,Tráfico alto,Tráfico alto
2022-02-14 01:00:00,NOROESTE2,night,41.3,2.07,62.08,22.41,8.0,12.1,29.3,3.2,C1,Tráfico alto,Tráfico alto
2022-02-14 02:00:00,NOROESTE2,night,33.7,2.03,76.81,39.69,9.0,7.0,26.8,3.1,C1,Tráfico alto,Tráfico alto
2022-02-14 03:00:00,NOROESTE2,night,30.7,2.02,68.71,31.2,7.0,6.6,24.2,3.1,C1,Tráfico alto,Tráfico alto
2022-02-14 04:00:00,NOROESTE2,night,22.6,1.89,50.5,21.5,8.0,3.8,18.8,3.0,C1,Tráfico alto,Tráfico alto
2022-02-14 05:00:00,NOROESTE2,night,39.4,1.82,61.23,23.18,6.0,17.9,21.5,3.1,C1,Tráfico alto,Tráfico alto
2022-02-14 20:00:00,NOROESTE2,night,21.2,1.79,51.43,15.47,28.0,3.3,18.0,3.3,C0,Mixto,Mixto
2022-02-14 21:00:00,NOROESTE2,night,23.2,1.81,48.35,15.99,25.0,3.4,19.8,3.3,C1,Tráfico alto,Tráfico alto
2022-02-14 22:00:00,NOROESTE2,night,24.9,1.86,57.99,19.82,21.0,3.2,21.7,3.2,C1,Tráfico alto,Tráfico alto
2022-02-14 23:00:00,NOROESTE2,night,37.7,2.06,68.98,21.42,14.0,9.2,28.6,3.3,C1,Tráfico alto,Tráfico alto
2022-02-15 00:00:00,NOROESTE2,night,32.7,1.89,70.0,19.18,11.0,4.5,28.3,3.2,C1,Tráfico alto,Tráfico alto
2022-02-15 01:00:00,NOROESTE2,night,29.3,1.77,62.0,13.77,12.0,4.8,24.6,3.1,C1,Tráfico alto,Tráfico alto
2022-02-15 02:00:00,NOROESTE2,night,23.2,1.69,40.0,12.49,13.0,3.1,20.1,3.1,C1,Tráfico alto,Mixto
2022-02-15 03:00:00,NOROESTE2,night,21.0,1.69,36.0,13.73,13.0,2.8,18.2,3.118181292342136,C0,Mixto,Mixto
2022-02-15 04:00:00,NOROESTE2,night,19.6,1.69,38.0,16.33,12.0,2.7,16.9,3.262529189332391,C0,Mixto,Mixto
2022-02-15 05:00:00,NOROESTE2,night,35.2,1.77,46.0,25.11,8.0,10.9,24.3,3.390908297558149,C1,Tráfico alto,Tráfico alto
2022-02-15 20:00:00,NOROESTE2,night,17.2,1.78,62.0,15.05,35.0,3.0,14.3,3.6,C0,Mixto,Mixto
2022-02-15 21:00:00,NOROESTE2,night,16.6,1.75,57.0,15.31,34.0,3.0,13.7,3.5,C0,Mixto,Mixto
2022-02-15 22:00:00,NOROESTE2,night,19.0,1.78,47.0,18.04,32.0,3.1,15.9,3.4,C0,Mixto,Mixto
2022-02-15 23:00:00,NOROESTE2,night,16.4,1.74,45.0,22.75,32.0,2.7,13.7,3.3,C0,Mixto,Partículas
2022-02-16 00:00:00,NOROESTE2,night,17.6,1.72,43.0,23.58,28.0,2.6,15.0,3.2,C0,Mixto,Partículas
2022-02-16 01:00:00,NOROESTE2,night,14.0,1.67,48.0,13.62,24.0,2.5,11.6,3.2,C0,Mixto,Mixto
2022-02-16 02:00:00,NOROESTE2,night,14.3,1.67,38.0,12.62,19.0,2.7,11.6,3.1,C0,Mixto,Mixto
2022-02-16 03:00:00,NOROESTE2,night,14.6,1.65,33.0,11.8,16.0,2.8,11.9,3.1,C0,Mixto,Mixto
2022-02-16 04:00:00,NOROESTE2,night,13.1,1.61,26.0,12.42,13.0,2.8,10.3,3.118181365843326,C0,Mixto,Mixto
2022-02-16 05:00:00,NOROESTE2,night,29.5,1.66,28.0,15.33,10.0,14.4,15.2,3.300056526139768,C1,Tráfico alto,Tráfico alto
2022-02-16 20:00:00,NOROESTE2,night,31.6,2.03,84.0,24.09,26.0,3.8,27.9,3.6,C1,Tráfico alto,Tráfico alto
2022-02-16 21:00:00,NOROESTE2,night,60.9,2.36,88.0,27.69,12.0,22.6,38.5,3.6,C1,Tráfico alto,Tráfico alto
2022-02-16 22:00:00,NOROESTE2,night,83.9,2.71,95.0,33.1,5.0,40.4,43.7,3.7,C1,Tráfico alto,Tráfico alto
2022-02-16 23:00:00,NOROESTE2,night,107.7,3.08,118.0,38.79,5.0,67.2,40.6,3.8,C1,Tráfico alto,Tráfico alto
2022-02-17 00:00:00,NOROESTE2,night,87.4,3.04,150.0,46.17,5.0,51.6,35.9,3.6,C1,Tráfico alto,Tráfico alto
2022-02-17 01:00:00,NOROESTE2,night,35.1,2.16,140.0,33.18,15.0,14.9,20.4,3.3,C1,Tráfico alto,Tráfico alto
2022-02-17 02:00:00,NOROESTE2,night,40.64984789410973,1.174011679742667,186.3995575109904,17.95823181087024,70.19944767768371,21.17483524433292,19.70001207262602,2.320009143531596,C1,Tráfico alto,Tráfico alto
2022-02-17 03:00:00,NOROESTE2,night,12.53888472150213,0.09,251.0,8.38,145.0,6.035889811716267,6.801780306208387,0.9,C0,Mixto,Partículas
2022-02-17 04:00:00,NOROESTE2,night,5.0,1.37,139.9001054322549,6.67,31.0,3.3,2.1,3.2,C0,Mixto,Ozono fotoquímico
2022-02-17 05:00:00,NOROESTE2,night,5.4,1.41,86.0,7.91,30.0,2.8,2.8,3.0,C0,Mixto,Ozono fotoquímico
2022-02-17 20:00:00,NOROESTE2,night,16.8,1.64,159.0,32.39,36.0,3.1,13.7,3.7,C1,Tráfico alto,Partículas
2022-02-17 21:00:00,NOROESTE2,night,23.3,1.66,129.0,32.39,27.0,3.6,19.8,3.5,C1,Tráfico alto,Partículas
2022-02-17 22:00:00,NOROESTE2,night,10.5,1.56,101.0,29.46,44.0,2.8,7.8,3.3,C0,Mixto,Partículas
2022-02-17 23:00:00,NOROESTE2,night,10.1,1.55,88.0,29.4,42.0,2.3,7.9,3.3,C0,Mixto,Partículas
2022-02-18 00:00:00,NOROESTE2,night,8.3,1.53,57.0,25.21992430886176,45.0,2.2,6.2,3.2,C0,Mixto,Ozono fotoquímico
2022-02-18 01:00:00,NOROESTE2,night,8.1,1.51,60.0,18.92,37.0,2.2,6.0,3.2,C0,Mixto,Ozono fotoquímico
2022-02-18 02:00:00,NOROESTE2,night,6.5,1.49,151.0,14.86,32.0,2.1,4.5,3.139992500295409,C0,Mixto,Ozono fotoquímico
2022-02-18 03:00:00,NOROESTE2,night,6.7,1.48,117.0,13.2,29.0,2.1,4.7,3.1,C0,Mixto,Ozono fotoquímico
2022-02-18 04:00:00,NOROESTE2,night,6.9,1.49,66.0,10.95,27.0,2.1,4.9,3.1,C0,Mixto,Ozono fotoquímico
2022-02-18 05:00:00,NOROESTE2,night,9.7,1.51,45.0,10.36,24.0,2.7,7.0,3.0,C0,Mixto,Mixto
2022-02-18 20:00:00,NOROESTE2,night,19.8,1.72,63.0,19.06,41.0,2.6,17.2,5.2,C0,Mixto,Mixto
2022-02-18 21:00:00,NOROESTE2,night,18.2,1.67,73.0,33.77,30.0,3.1,15.1,3.8,C1,Tráfico alto,Partículas
2022-02-18 22:00:00,NOROESTE2,night,16.5,1.66,74.0,11.21,30.0,3.0,13.6,4.0,C0,Mixto,Partículas
2022-02-18 23:00:00,NOROESTE2,night,16.9,1.68,39.0,12.61,28.0,2.9,14.1,3.7,C0,Mixto,Mixto
2022-02-21 00:00:00,NOROESTE2,night,49.7,2.24,50.0,19.95,7.0,20.3,29.6,3.4,C1,Tráfico alto,Tráfico alto
2022-02-21 01:00:00,NOROESTE2,night,41.2,2.29,56.0,21.19,5.0,14.9,26.5,3.3,C1,Tráfico alto,Tráfico alto
2022-02-21 02:00:00,NOROESTE2,night,33.6,2.05,58.0,20.61,6.0,8.6,25.0,3.2,C1,Tráfico alto,Tráfico alto
2022-02-21 03:00:00,NOROESTE2,night,27.2,2.0,46.0,20.77,7.0,5.3,21.9,3.2,C1,Tráfico alto,Tráfico alto
2022-02-21 04:00:00,NOROESTE2,night,23.2,1.92,52.0,24.85,6.0,4.6,18.6,3.2249997803716,C1,Tráfico alto,Tráfico alto
2022-02-21 05:00:00,NOROESTE2,night,34.9,1.79,53.0,23.83,6.0,13.8,21.1,3.274999664548121,C1,Tráfico alto,Tráfico alto
2022-02-21 20:00:00,NOROESTE2,night,24.8,1.86,60.0,17.39,24.0,3.8,21.1,3.6,C1,Tráfico alto,Tráfico alto
2022-02-21 21:00:00,NOROESTE2,night,32.2,1.96,62.0,19.16,17.0,6.7,25.6,3.6,C1,Tráfico alto,Tráfico alto
2022-02-21 22:00:00,NOROESTE2,night,45.7,2.09,67.0,25.07,12.0,16.3,29.5,3.639973729227851,C1,Tráfico alto,Tráfico alto
2022-02-21 23:00:00,NOROESTE2,night,83.8,2.71,76.0,33.37,5.0,47.0,37.0,3.7,C1,Tráfico alto,Tráfico alto
2022-02-22 00:00:00,NOROESTE2,night,74.2,2.52,104.0,36.36,5.0,40.5,33.9,3.6,C1,Tráfico alto,Tráfico alto
2022-02-22 01:00:00,NOROESTE2,night,51.7,2.37,109.0,30.64,5.0,22.7,29.1,3.5,C1,Tráfico alto,Tráfico alto
2022-02-22 02:00:00,NOROESTE2,night,37.6,2.19,96.0,40.0,6.400723340582154,12.7,25.0,3.3,C1,Tráfico alto,Tráfico alto
2022-02-22 03:00:00,NOROESTE2,night,25.4,1.92,85.0,28.78,7.0,5.0,20.4,3.2,C1,Tráfico alto,Tráfico alto
2022-02-22 04:00:00,NOROESTE2,night,22.6,1.82,60.0,23.2,8.0,6.7,16.0,3.2,C1,Tráfico alto,Tráfico alto
2022-02-22 05:00:00,NOROESTE2,night,26.4,1.81,54.0,20.41,9.0,9.0,17.4,3.225000274191381,C1,Tráfico alto,Tráfico alto
2022-02-22 20:00:00,NOROESTE2,night,48.2,2.14,74.0,19.79,21.0,14.4,33.9,3.9,C1,Tráfico alto,Tráfico alto
2022-02-22 21:00:00,NOROESTE2,night,29.0,1.85,60.0,21.63,22.0,3.8,25.3,3.8,C1,Tráfico alto,Tráfico alto
2022-02-22 22:00:00,NOROESTE2,night,25.0,1.79,54.0,19.6,22.0,3.8,21.2,3.8,C1,Tráfico alto,Mixto
2022-02-22 23:00:00,NOROESTE2,night,13.6,1.68,71.0,19.49,27.0,2.9,10.8,3.5,C0,Mixto,Partículas
2022-02-23 00:00:00,NOROESTE2,night,13.8,1.64,57.0,20.34,23.0,2.8,11.1,3.3,C0,Mixto,Mixto
2022-02-23 01:00:00,NOROESTE2,night,18.4,1.69,54.0,23.85,17.0,3.4,15.0,3.3,C1,Tráfico alto,Partículas
2022-02-23 02:00:00,NOROESTE2,night,19.4,1.7,56.0,24.46,14.0,3.6,15.9,3.2,C1,Tráfico alto,Partículas
2022-02-23 03:00:00,NOROESTE2,night,19.7,1.68,51.0,25.86,12.0,2.8,16.9,3.3,C1,Tráfico alto,Partículas
2022-02-23 04:00:00,NOROESTE2,night,16.6,1.63,56.0,30.91,9.0,3.0,13.7,3.2,C1,Tráfico alto,Partículas
2022-02-23 05:00:00,NOROESTE2,night,33.3,1.68,57.0,31.22,5.0,15.4,17.9,3.3,C1,Tráfico alto,Tráfico alto
2022-02-23 20:00:00,NOROESTE2,night,20.4,1.6,73.0,21.23,11.0,3.9,16.5,3.0,C1,Tráfico alto,Partículas
2022-02-23 21:00:00,NOROESTE2,night,16.4,1.59,70.0,19.8,14.0,4.2,12.2,3.1,C1,Tráfico alto,Partículas
2022-02-23 22:00:00,NOROESTE2,night,16.6,1.58,64.0,18.72,13.0,4.6,12.1,2.9,C1,Tráfico alto,Mixto
2022-02-23 23:00:00,NOROESTE2,night,15.5,1.59,56.0,21.57,12.0,3.7,11.9,2.9,C1,Tráfico alto,Mixto
2022-02-24 00:00:00,NOROESTE2,night,16.7,1.58,53.0,21.62,11.0,3.6,13.2,3.0,C1,Tráfico alto,Mixto
2022-02-24 01:00:00,NOROESTE2,night,15.7,1.54,57.0,19.98,11.0,3.4,12.3,3.0,C1,Tráfico alto,Mixto
2022-02-24 02:00:00,NOROESTE2,night,14.3,1.54,54.0,20.69,11.0,2.6,11.8,2.9,C0,Mixto,Mixto
2022-02-24 03:00:00,NOROESTE2,night,15.5,1.55,53.0,22.85,10.0,2.8,12.8,2.9,C0,Mixto,Partículas
2022-02-24 04:00:00,NOROESTE2,night,15.0,1.54,54.0,27.25,8.0,2.7,12.5,2.925000213114015,C1,Tráfico alto,Partículas
2022-02-24 05:00:00,NOROESTE2,night,15.9,1.48,48.0,25.77,7.0,3.5,12.5,2.999999136097116,C1,Tráfico alto,Partículas
2022-02-24 20:00:00,NOROESTE2,night,36.4,2.1,102.0,26.55,16.0,4.4,32.1,3.3,C1,Tráfico alto,Tráfico alto
2022-02-24 21:00:00,NOROESTE2,night,29.1,1.95,79.0,26.53,12.0,4.1,25.1,3.2,C1,Tráfico alto,Tráfico alto
2022-02-24 22:00:00,NOROESTE2,night,23.8,1.79,73.0,19.41,12.0,4.6,19.1,3.3,C1,Tráfico alto,Partículas
2022-02-24 23:00:00,NOROESTE2,night,19.8,1.72,53.0,16.88,13.0,3.9,16.0,3.2,C1,Tráfico alto,Mixto
2022-02-25 00:00:00,NOROESTE2,night,16.4,1.63,43.0,14.78,15.0,3.6,12.9,3.0,C0,Mixto,Mixto
2022-02-25 01:00:00,NOROESTE2,night,14.1,1.61,35.0,13.26,16.0,2.9,11.3,2.9,C0,Mixto,Mixto
2022-02-25 02:00:00,NOROESTE2,night,13.8,1.59,29.0,13.16,13.0,2.7,11.2,3.0,C0,Mixto,Mixto
2022-02-25 03:00:00,NOROESTE2,night,15.8,1.56,18.0,13.37,11.0,2.7,13.1,3.0,C0,Mixto,Mixto
2022-02-25 04:00:00,NOROESTE2,night,13.5,1.56,20.0,13.57,13.0,2.7,10.9,3.025001447381505,C0,Mixto,Mixto
2022-02-25 05:00:00,NOROESTE2,night,18.1,1.57,24.0,14.95,14.0,6.4,11.8,3.050001612093503,C0,Mixto,Mixto
2022-02-25 20:00:00,NOROESTE2,night,33.4,1.98,79.0,40.73,8.0,6.5,27.0,3.169230770174979,C1,Tráfico alto,Tráfico alto
2022-02-25 21:00:00,NOROESTE2,night,32.9,1.93,73.0,41.78,7.0,8.6,24.4,3.130769166991014,C1,Tráfico alto,Tráfico alto
2022-02-25 22:00:00,NOROESTE2,night,32.2,1.9,68.0,39.56,5.0,9.9,22.2,3.122222289234172,C1,Tráfico alto,Tráfico alto
2022-02-25 23:00:00,NOROESTE2,night,26.6,1.87,63.0,35.69,4.0,7.6,19.0,3.116192891992508,C1,Tráfico alto,Tráfico alto
2022-02-28 00:00:00,NOROESTE2,night,36.4,1.84,27.0,11.93,10.0,13.1,23.4,3.2,C1,Tráfico alto,Tráfico alto
2022-02-28 01:00:00,NOROESTE2,night,29.9,1.82,31.0,15.76,11.0,8.1,21.9,3.2,C1,Tráfico alto,Tráfico alto
2022-02-28 02:00:00,NOROESTE2,night,25.9,1.84,30.0,14.68,8.0,5.8,20.1,3.174998892756605,C1,Tráfico alto,Tráfico alto
2022-02-28 03:00:00,NOROESTE2,night,22.8,1.79,22.0,20.25985011802367,9.0,5.4,17.5,3.175002753607148,C1,Tráfico alto,Mixto
2022-02-28 04:00:00,NOROESTE2,night,18.0,1.74,39.0,28.09,9.0,3.6,14.5,3.1,C1,Tráfico alto,Partículas
2022-02-28 05:00:00,NOROESTE2,night,37.8,1.81,34.0,22.74,6.0,20.3,17.6,3.3,C1,Tráfico alto,Tráfico alto
2022-02-28 20:00:00,NOROESTE2,night,22.0,1.72,41.0,10.06,35.0,3.2,18.9,4.8,C0,Mixto,Mixto
2022-02-28 21:00:00,NOROESTE2,night,26.2,1.75,39.0,9.17,29.0,3.3,22.9,3.8,C0,Mixto,Mixto
2022-02-28 22:00:00,NOROESTE2,night,25.3,1.79,36.0,10.24,30.0,3.2,22.2,4.5,C0,Mixto,Mixto
2022-02-28 23:00:00,NOROESTE2,night,19.6,1.73,29.0,9.81,34.0,2.6,17.0,5.0,C0,Mixto,Mixto
2022-03-01 00:00:00,NOROESTE2,night,15.69996063744962,1.677999404911326,25.59995935328996,9.86398957602726,38.00003187952396,2.399998406023803,13.35996286016439,4.820002630155825,C0,Mixto,Mixto
2022-03-01 01:00:00,NOROESTE2,night,13.2,1.64,23.0,9.17,40.0,2.3,11.0,5.0,C0,Mixto,Mixto
2022-03-01 02:00:00,NOROESTE2,night,12.9,1.65,24.0,11.36,42.0,2.2,10.8,4.1,C0,Mixto,Mixto
2022-03-01 03:00:00,NOROESTE2,night,14.0,1.71,36.0,17.05,40.0,2.2,11.9,3.8,C0,Mixto,Mixto
2022-03-01 04:00:00,NOROESTE2,night,15.7,1.65,41.0,14.99,34.0,2.3,13.5,3.5,C0,Mixto,Mixto
2022-03-01 05:00:00,NOROESTE2,night,28.4,1.66,41.0,15.64,24.0,6.7,21.7,3.3,C1,Tráfico alto,Mixto
2022-03-01 20:00:00,NOROESTE2,night,16.7,1.71,58.0,11.96,39.0,3.0,13.8,4.1,C0,Mixto,Mixto
2022-03-01 21:00:00,NOROESTE2,night,15.6,1.68,48.0,9.49,39.0,3.0,12.7,3.8,C0,Mixto,Mixto
2022-03-01 22:00:00,NOROESTE2,night,14.9,1.65,29.0,8.91,38.0,2.8,12.2,3.7,C0,Mixto,Mixto
2022-03-01 23:00:00,NOROESTE2,night,16.0,1.71,23.0,10.93,34.0,2.6,13.5,3.6,C0,Mixto,Mixto
2022-03-02 00:00:00,NOROESTE2,night,17.8,1.7,24.0,13.05,30.0,2.6,15.2,3.5,C0,Mixto,Mixto
2022-03-02 01:00:00,NOROESTE2,night,13.2,1.69,32.0,12.39,29.0,2.4,10.8,3.4,C0,Mixto,Mixto
2022-03-02 02:00:00,NOROESTE2,night,14.1,1.63,29.0,12.94,25.0,2.3,11.9,3.4,C0,Mixto,Mixto
2022-03-02 03:00:00,NOROESTE2,night,16.1,1.65,26.0,14.0,20.0,2.4,13.8,3.360007145575897,C0,Mixto,Mixto
2022-03-02 04:00:00,NOROESTE2,night,18.0,1.64,31.0,14.4,15.0,2.9,15.2,3.3,C0,Mixto,Mixto
2022-03-02 05:00:00,NOROESTE2,night,27.7,1.67,27.0,17.04,8.0,7.4,20.4,3.4,C1,Tráfico alto,Mixto
2022-03-02 20:00:00,NOROESTE2,night,21.0,1.89,58.0,26.51,26.0,2.9,18.2,3.5,C1,Tráfico alto,Tráfico alto
2022-03-02 21:00:00,NOROESTE2,night,28.6,1.95,61.0,30.38,15.0,3.4,25.3,3.4,C1,Tráfico alto,Tráfico alto
2022-03-02 22:00:00,NOROESTE2,night,29.8,1.99,64.0,33.02,14.0,4.1,25.9,3.4,C1,Tráfico alto,Tráfico alto
2022-03-02 23:00:00,NOROESTE2,night,22.4,1.94,64.0,32.0,18.0,2.9,19.5,3.3,C1,Tráfico alto,Tráfico alto
2022-03-03 00:00:00,NOROESTE2,night,23.5,1.89,59.0,31.71,16.0,2.9,20.7,3.3,C1,Tráfico alto,Tráfico alto
2022-03-03 01:00:00,NOROESTE2,night,34.5,2.03,60.0,34.34,9.0,7.2,27.4,3.281817533017946,C1,Tráfico alto,Tráfico alto
2022-03-03 02:00:00,NOROESTE2,night,18.9,1.85,64.0,32.27,19.0,2.4,16.5,3.262506563873204,C1,Tráfico alto,Tráfico alto
2022-03-03 03:00:00,NOROESTE2,night,18.29999715144841,1.80599960324633,56.19993076427721,33.19801402686973,16.99997976997733,3.280009679486649,15.05998779605083,3.218181615730454,C1,Tráfico alto,Partículas
2022-03-03 04:00:00,NOROESTE2,night,15.9,1.77,49.0,29.74,17.0,2.7,13.3,3.2,C0,Mixto,Partículas
2022-03-03 05:00:00,NOROESTE2,night,21.9,1.79,55.0,41.97,13.0,6.2,15.7,3.2,C1,Tráfico alto,Partículas
2022-03-03 20:00:00,NOROESTE2,night,26.9,1.92,70.0,38.92,27.0,3.4,23.5,3.5,C1,Tráfico alto,Tráfico alto
2022-03-03 21:00:00,NOROESTE2,night,31.2,1.97,78.0,33.76,18.0,4.6,26.6,3.5,C1,Tráfico alto,Tráfico alto
2022-03-03 22:00:00,NOROESTE2,night,15.8,1.7,73.0,14.22,22.0,3.6,12.3,3.4600009853977,C0,Mixto,Partículas
