date,station,time_window,NOX,CO,PM10,PM2.5,O3,NO,NO2,SO2,cluster,cluster_semantic,supervised_label
2023-01-02 00:00:00,NOROESTE2,night,36.7,2.16,65.0,26.67,12.0,10.3,26.5,3.1,C1,Tráfico alto,Tráfico alto
2023-01-02 01:00:00,NOROESTE2,night,24.0,2.15,54.0,23.77,15.0,6.4,17.6,2.8,C1,Tráfico alto,Tráfico alto
2023-01-02 02:00:00,NOROESTE2,night,27.8,2.14,44.0,26.98,12.0,8.3,19.6,2.6,C1,Tráfico alto,Tráfico alto
2023-01-02 03:00:00,NOROESTE2,night,22.0,2.16,48.0,29.05,12.0,4.2,17.9,2.5,C1,Tráfico alto,Tráfico alto
2023-01-02 04:00:00,NOROESTE2,night,14.5,2.12,58.0,22.9,23.0,3.8,10.8,2.6,C0,Mixto,Tráfico alto
2023-01-02 05:00:00,NOROESTE2,night,15.1,2.21,47.0,17.36,25.0,5.0,10.2,2.9,C0,Mixto,Tráfico alto
2023-01-02 20:00:00,NOROESTE2,night,56.5,2.04,42.0,28.85,10.0,12.0,44.6,3.4,C1,Tráfico alto,Tráfico alto
2023-01-02 21:00:00,NOROESTE2,night,116.3,2.07,100.0,30.67,5.0,66.6,49.9,3.6,C1,Tráfico alto,Tráfico alto
2023-01-02 22:00:00,NOROESTE2,night,171.9,2.04,113.0,43.43,4.0,124.2,47.8,3.7,C1,Tráfico alto,Tráfico alto
2023-01-02 23:00:00,NOROESTE2,night,148.5,2.14,166.0,46.33,4.0,107.5,41.2,3.4,C1,Tráfico alto,Tráfico alto
2023-01-03 00:00:00,NOROESTE2,night,67.2,2.08,173.0,28.42,5.0,38.2,29.1,2.9,C1,Tráfico alto,Tráfico alto
2023-01-03 01:00:00,NOROESTE2,night,34.7,2.09,96.0,12.45,7.0,11.2,23.6,2.8,C1,Tráfico alto,Tráfico alto
2023-01-03 02:00:00,NOROESTE2,night,20.2,2.18,49.0,9.34,13.0,5.2,15.0,2.6,C1,Tráfico alto,Tráfico alto
2023-01-03 03:00:00,NOROESTE2,night,6.3,2.11,34.0,4.42,24.0,3.4,3.0,2.3,C0,Mixto,Tráfico alto
2023-01-03 04:00:00,NOROESTE2,night,5.5,2.12,31.0,3.66,24.0,3.0,2.7,2.1,C0,Mixto,Tráfico alto
2023-01-03 05:00:00,NOROESTE2,night,8.1,2.1,26.0,5.07,24.0,4.4,3.8,2.2,C0,Mixto,Tráfico alto
2023-01-03 20:00:00,NOROESTE2,night,27.2,2.04,86.0,14.22,23.0,3.7,23.6,13.2,C1,Tráfico alto,Tráfico alto
2023-01-03 21:00:00,NOROESTE2,night,33.1,2.07,77.0,15.24,15.0,4.1,29.1,9.2,C1,Tráfico alto,Tráfico alto
2023-01-03 22:00:00,NOROESTE2,night,87.3,1.99,69.0,21.14,5.0,46.4,41.2,7.8,C1,Tráfico alto,Tráfico alto
2023-01-03 23:00:00,NOROESTE2,night,81.1,1.99,101.0,21.29,4.0,42.6,38.6,5.6,C1,Tráfico alto,Tráfico alto
2023-01-04 00:00:00,NOROESTE2,night,138.6,2.02,87.0,21.4,4.0,98.5,40.3,4.3,C1,Tráfico alto,Tráfico alto
2023-01-04 01:00:00,NOROESTE2,night,59.2,2.03,88.0,16.8,5.0,26.9,32.4,3.2,C1,Tráfico alto,Tráfico alto
2023-01-04 02:00:00,NOROESTE2,night,49.9,2.02,61.0,18.95,5.0,21.0,29.0,3.0,C1,Tráfico alto,Tráfico alto
2023-01-04 03:00:00,NOROESTE2,night,49.2,2.01,63.0,19.06,3.0,18.4,31.0,2.8,C1,Tráfico alto,Tráfico alto
2023-01-04 04:00:00,NOROESTE2,night,46.0,2.07,92.0,20.92,4.0,15.6,30.5,3.1,C1,Tráfico alto,Tráfico alto
2023-01-04 05:00:00,NOROESTE2,night,52.0,2.1,79.0,17.65,3.0,20.8,31.3,3.2,C1,Tráfico alto,Tráfico alto
2023-01-04 20:00:00,NOROESTE2,night,57.6,2.06,88.0,23.24,13.0,7.1,50.6,5.4,C1,Tráfico alto,Tráfico alto
2023-01-04 21:00:00,NOROESTE2,night,91.9,2.08,98.0,28.12,5.0,37.3,54.8,4.4,C1,Tráfico alto,Tráfico alto
2023-01-04 22:00:00,NOROESTE2,night,81.6,2.06,114.0,20.9,10.0,37.0,44.8,4.0,C1,Tráfico alto,Tráfico alto
2023-01-04 23:00:00,NOROESTE2,night,113.8,2.07,70.0,26.34,7.0,66.6,47.3,3.7,C1,Tráfico alto,Tráfico alto
2023-01-05 00:00:00,NOROESTE2,night,36.1,2.06,125.0,21.89,18.0,8.0,28.1,3.4,C1,Tráfico alto,Tráfico alto
2023-01-05 01:00:00,NOROESTE2,night,41.6,2.12,114.0,22.43,13.0,9.3,32.4,3.4,C1,Tráfico alto,Tráfico alto
2023-01-05 02:00:00,NOROESTE2,night,36.0,2.06,97.0,21.79,12.0,6.5,29.6,3.1,C1,Tráfico alto,Tráfico alto
2023-01-05 03:00:00,NOROESTE2,night,30.7,2.08,95.0,21.62,11.0,4.8,25.9,2.8,C1,Tráfico alto,Tráfico alto
2023-01-05 04:00:00,NOROESTE2,night,42.3,2.07,102.0,18.82,6.0,5.5,36.9,2.7,C1,Tráfico alto,Tráfico alto
2023-01-05 05:00:00,NOROESTE2,night,46.6,2.1,62.0,18.5,5.0,9.9,36.9,2.7,C1,Tráfico alto,Tráfico alto
2023-01-05 20:00:00,NOROESTE2,night,49.9,2.09,94.0,21.15,18.0,5.9,44.1,5.0,C1,Tráfico alto,Tráfico alto
2023-01-05 21:00:00,NOROESTE2,night,26.9,2.1,85.0,15.02,23.0,5.2,21.8,4.4,C1,Tráfico alto,Tráfico alto
2023-01-05 22:00:00,NOROESTE2,night,19.8,2.06,60.0,12.73,24.0,4.3,15.6,4.0,C1,Tráfico alto,Tráfico alto
2023-01-05 23:00:00,NOROESTE2,night,20.8,2.03,48.0,13.44,20.0,3.9,16.9,3.2,C1,Tráfico alto,Tráfico alto
2023-01-06 00:00:00,NOROESTE2,night,31.8,2.02,50.0,14.33,14.0,7.9,24.0,2.9,C1,Tráfico alto,Tráfico alto
2023-01-06 01:00:00,NOROESTE2,night,33.6,2.03,54.0,18.17,11.0,7.4,26.3,2.8,C1,Tráfico alto,Tráfico alto
2023-01-06 02:00:00,NOROESTE2,night,30.5,2.01,74.0,18.51,9.0,4.2,26.4,2.7,C1,Tráfico alto,Tráfico alto
2023-01-06 03:00:00,NOROESTE2,night,32.0,2.01,60.0,19.11,6.0,5.3,26.8,2.6,C1,Tráfico alto,Tráfico alto
2023-01-06 04:00:00,NOROESTE2,night,20.6,2.04,62.0,27.08,9.0,4.3,16.3,2.6,C1,Tráfico alto,Tráfico alto
2023-01-06 05:00:00,NOROESTE2,night,26.2,1.98,58.0,43.7,6.0,6.6,19.5,2.6,C1,Tráfico alto,Tráfico alto
2023-01-06 20:00:00,NOROESTE2,night,35.5,2.04,80.0,25.72,15.0,4.8,30.7,2.7,C1,Tráfico alto,Tráfico alto
2023-01-06 21:00:00,NOROESTE2,night,57.1,2.06,84.0,32.44,6.0,18.4,38.8,2.8,C1,Tráfico alto,Tráfico alto
2023-01-06 22:00:00,NOROESTE2,night,137.5,2.02,95.0,37.4,3.0,93.2,44.5,3.1,C1,Tráfico alto,Tráfico alto
2023-01-06 23:00:00,NOROESTE2,night,169.0,2.09,114.0,36.87,4.0,125.3,43.9,3.3,C1,Tráfico alto,Tráfico alto
2023-01-09 00:00:00,NOROESTE2,night,15.3,2.03,36.0,13.24,21.0,3.3,12.2,2.2600003152423,C0,Mixto,Tráfico alto
2023-01-09 01:00:00,NOROESTE2,night,12.6,1.95,25.0,11.95,24.0,3.0,9.7,2.3,C0,Mixto,Tráfico alto
2023-01-09 02:00:00,NOROESTE2,night,9.6,1.93,28.0,11.5,26.0,2.7,7.0,2.3,C0,Mixto,Tráfico alto
2023-01-09 03:00:00,NOROESTE2,night,10.4,1.94,25.0,19.64,25.0,2.7,7.8,2.2,C0,Mixto,Tráfico alto
2023-01-09 04:00:00,NOROESTE2,night,10.1,1.96,45.0,11.47,26.0,2.7,7.5,2.2,C0,Mixto,Tráfico alto
2023-01-09 05:00:00,NOROESTE2,night,10.8,1.88,21.0,10.92,23.0,2.8,8.2,2.22499947364894,C0,Mixto,Tráfico alto
2023-01-09 20:00:00,NOROESTE2,night,64.4,1.91,66.0,22.74,7.0,24.9,39.6,2.8,C1,Tráfico alto,Tráfico alto
2023-01-09 21:00:00,NOROESTE2,night,80.6,1.92,77.0,24.75,4.0,38.6,42.3,2.9,C1,Tráfico alto,Tráfico alto
2023-01-09 22:00:00,NOROESTE2,night,68.7,1.91,79.0,23.54,6.0,35.4,33.5,2.7,C1,Tráfico alto,Tráfico alto
2023-01-09 23:00:00,NOROESTE2,night,84.9,1.93,67.0,25.9,5.0,50.5,34.6,2.8,C1,Tráfico alto,Tráfico alto
2023-01-10 00:00:00,NOROESTE2,night,70.7,1.92,81.0,30.05,5.0,37.1,33.9,2.660003221752715,C1,Tráfico alto,Tráfico alto
2023-01-10 01:00:00,NOROESTE2,night,57.2,1.94,88.0,34.86,3.0,28.5,28.9,2.6,C1,Tráfico alto,Tráfico alto
2023-01-10 02:00:00,NOROESTE2,night,40.4,1.94,80.0,39.13,4.0,13.5,27.0,2.5,C1,Tráfico alto,Tráfico alto
2023-01-10 03:00:00,NOROESTE2,night,35.4,1.9,71.0,40.73,4.0,11.7,23.8,2.4,C1,Tráfico alto,Tráfico alto
2023-01-10 04:00:00,NOROESTE2,night,35.79999593278811,1.9,70.40000361077227,38.53401842792188,4.79999337469475,7.1,23.95999819202103,2.419999819276184,C1,Tráfico alto,Tráfico alto
2023-01-10 05:00:00,NOROESTE2,night,33.9,1.9,65.0,36.04,6.0,11.3,22.6,2.4,C1,Tráfico alto,Tráfico alto
2023-01-10 20:00:00,NOROESTE2,night,85.0,2.01,98.0,31.49,14.0,21.2,64.0,3.1,C1,Tráfico alto,Tráfico alto
2023-01-10 21:00:00,NOROESTE2,night,92.0,2.01,112.0,32.97,13.0,34.6,57.5,3.0,C1,Tráfico alto,Tráfico alto
2023-01-10 22:00:00,NOROESTE2,night,106.6,1.98,103.0,37.03,15.0,55.3,51.5,3.0,C1,Tráfico alto,Tráfico alto
2023-01-10 23:00:00,NOROESTE2,night,182.9,2.01,95.0,47.28,7.0,126.0,57.0,3.5,C1,Tráfico alto,Tráfico alto
2023-01-11 00:00:00,NOROESTE2,night,80.1,2.08,208.0,43.49,7.0,33.9,46.3,2.7,C1,Tráfico alto,Tráfico alto
2023-01-11 01:00:00,NOROESTE2,night,27.7,2.05,110.0,24.42,22.0,5.0,22.7,2.5,C1,Tráfico alto,Tráfico alto
2023-01-11 02:00:00,NOROESTE2,night,27.1,2.15,53.0,23.9,17.0,4.3,22.8,2.4,C1,Tráfico alto,Tráfico alto
2023-01-11 03:00:00,NOROESTE2,night,26.9,2.15,47.0,21.53,17.0,4.0,23.0,2.4,C1,Tráfico alto,Tráfico alto
2023-01-11 04:00:00,NOROESTE2,night,31.8,2.14,49.0,22.05,13.0,5.0,26.9,2.4,C1,Tráfico alto,Tráfico alto
2023-01-11 05:00:00,NOROESTE2,night,35.7,2.13,52.0,21.21,12.0,8.1,27.6,2.3,C1,Tráfico alto,Tráfico alto
2023-01-11 20:00:00,NOROESTE2,night,273.7,2.13,112.0,48.0,7.0,191.3,82.5,5.4,C1,Tráfico alto,Tráfico alto
2023-01-11 21:00:00,NOROESTE2,night,184.1,2.22,239.0,69.8,5.0,111.2,73.0,4.3,C1,Tráfico alto,Tráfico alto
2023-01-11 22:00:00,NOROESTE2,night,189.3,2.31,243.0,73.48,4.0,123.6,65.8,4.0,C1,Tráfico alto,Tráfico alto
2023-01-11 23:00:00,NOROESTE2,night,267.7,2.36,226.0,82.23,4.0,205.7,62.7,4.3,C1,Tráfico alto,Tráfico alto
2023-01-12 00:00:00,NOROESTE2,night,153.0,2.44,275.0,68.57,4.0,105.1,48.0,3.6,C1,Tráfico alto,Tráfico alto
2023-01-12 01:00:00,NOROESTE2,night,60.4,2.52,206.0,42.21,7.000524718372742,21.0,39.6,2.9,C1,Tráfico alto,Tráfico alto
2023-01-12 02:00:00,NOROESTE2,night,33.1,2.51,117.0,24.17,10.0,6.2,27.0,2.8,C1,Tráfico alto,Tráfico alto
2023-01-12 03:00:00,NOROESTE2,night,41.3,2.55,69.0,24.98,7.0,9.0,32.5,2.8,C1,Tráfico alto,Tráfico alto
2023-01-12 04:00:00,NOROESTE2,night,31.7,2.56,68.0,16.01,10.0,4.2,27.6,3.1,C1,Tráfico alto,Tráfico alto
2023-01-12 05:00:00,NOROESTE2,night,40.7,2.49,51.0,16.94,7.0,8.3,32.5,3.0,C1,Tráfico alto,Tráfico alto
2023-01-12 20:00:00,NOROESTE2,night,16.9,2.37,106.0,8.46,29.0,3.7,13.3,3.4,C0,Mixto,Tráfico alto
2023-01-12 21:00:00,NOROESTE2,night,28.3,2.37,60.0,8.25,22.0,7.8,20.5,3.0,C1,Tráfico alto,Tráfico alto
2023-01-12 22:00:00,NOROESTE2,night,62.1,2.33,42.0,11.67,12.0,31.3,31.0,3.5,C1,Tráfico alto,Tráfico alto
2023-01-12 23:00:00,NOROESTE2,night,48.86006245525747,2.336000032896547,44.99997743883215,10.38600594471018,11.80000261863331,19.64005848638613,29.32000416363254,3.140001927151324,C1,Tráfico alto,Tráfico alto
2023-01-13 00:00:00,NOROESTE2,night,42.2,2.35,45.0,9.72,12.0,14.4,27.8,3.0,C1,Tráfico alto,Tráfico alto
2023-01-13 01:00:00,NOROESTE2,night,35.7,2.32,51.0,9.15,11.0,6.8,29.0,2.7,C1,Tráfico alto,Tráfico alto
2023-01-13 02:00:00,NOROESTE2,night,22.6,2.32,42.0,8.37,18.0,4.2,18.4,2.5,C1,Tráfico alto,Tráfico alto
2023-01-13 03:00:00,NOROESTE2,night,22.7,2.32,37.0,12.38,16.0,4.4,18.3,2.5,C1,Tráfico alto,Tráfico alto
2023-01-13 04:00:00,NOROESTE2,night,20.2,2.33,30.0,21.46,13.0,3.4,16.8,2.4,C1,Tráfico alto,Tráfico alto
2023-01-13 05:00:00,NOROESTE2,night,40.5,2.29,48.0,33.94,8.0,15.8,24.8,2.5,C1,Tráfico alto,Tráfico alto
2023-01-13 20:00:00,NOROESTE2,night,39.4,2.24,72.0,17.33,24.0,5.0,34.5,16.6,C1,Tráfico alto,Tráfico alto
2023-01-13 21:00:00,NOROESTE2,night,41.5,2.25,66.0,14.71,14.0,7.2,34.4,8.7,C1,Tráfico alto,Tráfico alto
2023-01-13 22:00:00,NOROESTE2,night,30.6,2.26,58.0,10.6,17.0,4.6,26.1,5.2,C1,Tráfico alto,Tráfico alto
2023-01-13 23:00:00,NOROESTE2,night,64.5,2.21,40.0,15.84,5.0,23.7,41.0,5.4,C1,Tráfico alto,Tráfico alto
2023-01-16 00:00:00,NOROESTE2,night,156.6,2.43,216.88,83.61,5.0,111.9,44.8,3.7,C1,Tráfico alto,Tráfico alto
2023-01-16 01:00:00,NOROESTE2,night,46.2,2.52,116.53,39.28,8.0,13.6,32.7,3.0,C1,Tráfico alto,Tráfico alto
2023-01-16 02:00:00,NOROESTE2,night,35.5,2.5,89.63,31.98,11.0,7.0,28.6,2.8,C1,Tráfico alto,Tráfico alto
2023-01-16 03:00:00,NOROESTE2,night,41.0,2.5,100.72,31.09,8.0,9.8,31.2,2.8,C1,Tráfico alto,Tráfico alto
2023-01-16 04:00:00,NOROESTE2,night,23.9,2.49,103.35,26.62,19.0,4.0,20.0,3.1,C1,Tráfico alto,Tráfico alto
2023-01-16 05:00:00,NOROESTE2,night,10.2,2.53,79.55,9.9,27.0,4.3,6.0,2.8,C0,Mixto,Tráfico alto
2023-01-16 20:00:00,NOROESTE2,night,33.9,1.22,121.0,18.27,18.0,6.0,28.0,7.1,C1,Tráfico alto,Tráfico alto
2023-01-16 21:00:00,NOROESTE2,night,33.4,1.18,83.0,16.71,17.0,6.9,26.6,6.7,C1,Tráfico alto,Tráfico alto
2023-01-16 22:00:00,NOROESTE2,night,54.4,1.32,73.0,18.14,8.0,15.5,39.0,6.4,C1,Tráfico alto,Tráfico alto
2023-01-16 23:00:00,NOROESTE2,night,64.4,1.37,78.0,22.72,5.0,23.7,40.8,5.1,C1,Tráfico alto,Tráfico alto
2023-01-17 00:00:00,NOROESTE2,night,80.3,1.54,103.0,24.52,5.0,39.8,40.7,4.5,C1,Tráfico alto,Tráfico alto
2023-01-17 01:00:00,NOROESTE2,night,66.2,1.43,120.0,22.38,7.0,30.9,35.4,4.0,C1,Tráfico alto,Tráfico alto
2023-01-17 02:00:00,NOROESTE2,night,31.6,1.27,114.0,20.1,13.0,6.1,25.6,3.7,C1,Tráfico alto,Tráfico alto
2023-01-17 03:00:00,NOROESTE2,night,25.6,1.21,97.0,22.2,16.0,5.0,20.7,3.8,C1,Tráfico alto,Partículas
2023-01-17 04:00:00,NOROESTE2,night,19.6,1.18,101.0,22.88,20.0,4.2,15.5,3.7,C1,Tráfico alto,Partículas
2023-01-17 05:00:00,NOROESTE2,night,42.2,1.2,97.0,23.61,8.0,13.2,29.1,3.6,C1,Tráfico alto,Tráfico alto
2023-01-17 20:00:00,NOROESTE2,night,47.2,1.56,134.0,30.45,22.0,4.9,42.4,8.5,C1,Tráfico alto,Tráfico alto
2023-01-17 21:00:00,NOROESTE2,night,40.0,1.54,121.0,23.64,12.0,9.0,31.1,5.0,C1,Tráfico alto,Tráfico alto
2023-01-17 22:00:00,NOROESTE2,night,55.2,1.59,81.0,27.47,6.0,17.1,38.3,4.3,C1,Tráfico alto,Tráfico alto
2023-01-17 23:00:00,NOROESTE2,night,63.5,1.65,91.0,29.09,5.0,23.6,40.1,3.9,C1,Tráfico alto,Tráfico alto
2023-01-18 00:00:00,NOROESTE2,night,93.1,1.92,112.0,34.32,4.0,53.2,40.0,3.7,C1,Tráfico alto,Tráfico alto
2023-01-18 01:00:00,NOROESTE2,night,49.7,1.83,156.0,35.27,8.0,17.3,32.6,3.2,C1,Tráfico alto,Tráfico alto
2023-01-18 02:00:00,NOROESTE2,night,33.1,1.66,118.0,31.67,10.0,5.6,27.6,3.1,C1,Tráfico alto,Tráfico alto
2023-01-18 03:00:00,NOROESTE2,night,26.2,1.5,96.0,29.53,15.0,4.1,22.1,3.0,C1,Tráfico alto,Partículas
2023-01-18 04:00:00,NOROESTE2,night,27.9,1.44,68.0,29.84,12.0,4.3,23.7,2.9,C1,Tráfico alto,Partículas
2023-01-18 05:00:00,NOROESTE2,night,16.9,1.29,78.0,15.32,20.0,5.0,12.0,4.0,C1,Tráfico alto,Partículas
2023-01-18 20:00:00,NOROESTE2,night,23.2,1.28,61.0,13.07,20.0,4.1,19.1,3.3,C1,Tráfico alto,Mixto
2023-01-18 21:00:00,NOROESTE2,night,33.6,1.31,60.0,12.93,15.0,9.4,24.2,3.6,C1,Tráfico alto,Tráfico alto
2023-01-18 22:00:00,NOROESTE2,night,66.6,1.44,54.0,16.2,5.0,29.5,37.2,3.9,C1,Tráfico alto,Tráfico alto
2023-01-18 23:00:00,NOROESTE2,night,83.3,1.6,58.0,22.98,4.0,43.5,39.9,4.2,C1,Tráfico alto,Tráfico alto
2023-01-19 00:00:00,NOROESTE2,night,79.9,1.77,69.0,26.12,6.0,45.7,34.3,3.7,C1,Tráfico alto,Tráfico alto
2023-01-19 01:00:00,NOROESTE2,night,49.8,1.64,86.0,19.26,7.0,18.9,31.0,3.1,C1,Tráfico alto,Tráfico alto
2023-01-19 02:00:00,NOROESTE2,night,26.9,1.56,75.0,18.89,14.0,5.2,21.7,2.9,C1,Tráfico alto,Partículas
2023-01-19 03:00:00,NOROESTE2,night,26.9,1.51,66.0,20.78,12.0,4.0,23.0,2.8,C1,Tráfico alto,Mixto
2023-01-19 04:00:00,NOROESTE2,night,22.0,1.43,85.0,18.65,16.0,3.7,18.4,2.9,C1,Tráfico alto,Partículas
2023-01-19 05:00:00,NOROESTE2,night,27.5,1.33,58.0,13.64,14.0,8.0,19.6,3.0,C1,Tráfico alto,Mixto
2023-01-19 20:00:00,NOROESTE2,night,32.8,1.45,58.0,12.28,14.0,4.8,28.1,4.2,C1,Tráfico alto,Tráfico alto
2023-01-19 21:00:00,NOROESTE2,night,33.7,1.5,57.0,14.58,14.0,5.0,28.8,5.1,C1,Tráfico alto,Tráfico alto
2023-01-19 22:00:00,NOROESTE2,night,37.0,1.47,61.0,12.15,14.0,7.1,30.0,5.4,C1,Tráfico alto,Tráfico alto
2023-01-19 23:00:00,NOROESTE2,night,29.8,1.5,71.0,11.28,18.0,4.9,24.9,4.1,C1,Tráfico alto,Tráfico alto
2023-01-20 00:00:00,NOROESTE2,night,22.1,1.47,52.0,10.14,24.0,4.0,18.2,3.9,C0,Mixto,Mixto
2023-01-20 01:00:00,NOROESTE2,night,17.3,1.31,41.0,9.68,27.0,3.4,14.0,6.8,C0,Mixto,Mixto
2023-01-20 02:00:00,NOROESTE2,night,18.0,1.3,45.0,7.5,24.0,3.2,14.9,7.2,C0,Mixto,Mixto
2023-01-20 03:00:00,NOROESTE2,night,19.6,1.27,32.0,8.09,22.0,3.1,16.5,5.0,C0,Mixto,Mixto
2023-01-20 04:00:00,NOROESTE2,night,24.9,1.28,36.0,10.99985096539261,16.0,3.6,21.3,6.2,C1,Tráfico alto,Mixto
2023-01-20 05:00:00,NOROESTE2,night,56.9,1.31,36.0,15.66,9.0,25.6,31.5,7.8,C1,Tráfico alto,Tráfico alto
2023-01-20 20:00:00,NOROESTE2,night,34.7,1.61,98.0,23.78,23.0,4.3,30.6,3.5,C1,Tráfico alto,Tráfico alto
2023-01-20 21:00:00,NOROESTE2,night,41.1,1.67,99.0,30.74,18.0,4.3,36.9,4.5,C1,Tráfico alto,Tráfico alto
2023-01-20 22:00:00,NOROESTE2,night,42.6,1.72,105.0,27.23,11.0,7.2,35.5,4.4,C1,Tráfico alto,Tráfico alto
2023-01-20 23:00:00,NOROESTE2,night,37.9,1.73,92.0,21.23,8.0,6.3,31.8,3.4,C1,Tráfico alto,Tráfico alto
2023-01-23 00:00:00,NOROESTE2,night,10.5,1.48,56.0,11.28,40.0,3.0,7.6,4.2,C0,Mixto,Mixto
2023-01-23 01:00:00,NOROESTE2,night,9.8,1.44,96.0,8.93,39.0,2.7,7.2,4.1,C0,Mixto,Partículas
2023-01-23 02:00:00,NOROESTE2,night,11.2,1.39,43.0,10.07,34.0,2.7,8.6,3.3,C0,Mixto,Mixto
2023-01-23 03:00:00,NOROESTE2,night,11.1,1.37,34.0,11.87,29.0,2.8,8.4,2.9,C0,Mixto,Mixto
2023-01-23 04:00:00,NOROESTE2,night,10.8,1.38,39.0,14.18,28.0,2.8,8.2,2.8,C0,Mixto,Mixto
2023-01-23 05:00:00,NOROESTE2,night,12.4,1.36,33.0,12.01,29.0,3.6,8.9,2.6,C0,Mixto,Mixto
2023-01-23 20:00:00,NOROESTE2,night,19.8,1.48,10.0,9.54,19.0,4.7,15.2,2.3,C0,Mixto,Mixto
2023-01-23 21:00:00,NOROESTE2,night,15.1,1.46,16.0,15.24,22.0,3.6,11.6,2.4,C0,Mixto,Mixto
2023-01-23 22:00:00,NOROESTE2,night,12.6,1.42,21.0,16.94,24.0,3.4,9.2,2.4,C0,Mixto,Mixto
2023-01-23 23:00:00,NOROESTE2,night,12.9,1.42,23.0,17.85,22.0,3.2,9.8,2.3,C0,Mixto,Mixto
2023-01-24 00:00:00,NOROESTE2,night,15.7,1.41,31.0,23.27,18.0,3.5,12.3,2.4,C0,Mixto,Partículas
2023-01-24 01:00:00,NOROESTE2,night,16.9,1.43,31.0,29.52,14.0,3.4,13.6,2.4,C0,Mixto,Partículas
2023-01-24 02:00:00,NOROESTE2,night,22.2,1.46,41.0,38.2,9.0,4.1,18.2,2.5,C1,Tráfico alto,Partículas
2023-01-24 03:00:00,NOROESTE2,night,21.8,1.44,55.0,35.88,7.0,3.7,18.1,2.4,C1,Tráfico alto,Partículas
2023-01-24 04:00:00,NOROESTE2,night,14.5,1.42,52.0,36.73,12.0,3.4,11.1,2.4,C0,Mixto,Partículas
2023-01-24 05:00:00,NOROESTE2,night,21.8,1.45,55.0,35.58,10.0,7.6,14.2,2.4,C1,Tráfico alto,Partículas
2023-01-24 20:00:00,NOROESTE2,night,18.3,1.45,60.0,7.74,21.0,4.2,14.1,2.4,C0,Mixto,Mixto
2023-01-24 21:00:00,NOROESTE2,night,21.7,1.44,40.0,7.84,17.0,4.5,17.2,2.4,C0,Mixto,Mixto
2023-01-24 22:00:00,NOROESTE2,night,42.2,1.52,39.0,11.46,10.0,17.1,25.3,2.4,C1,Tráfico alto,Tráfico alto
2023-01-24 23:00:00,NOROESTE2,night,32.0,1.55,50.0,9.96,12.0,12.0,20.1,2.3,C1,Tráfico alto,Tráfico alto
2023-01-25 00:00:00,NOROESTE2,night,35.9,1.52,32.0,8.03,12.0,13.3,22.7,2.4,C1,Tráfico alto,Tráfico alto
2023-01-25 01:00:00,NOROESTE2,night,44.7,1.53,28.0,9.31,8.0,18.2,26.7,2.3,C1,Tráfico alto,Tráfico alto
2023-01-25 02:00:00,NOROESTE2,night,30.6,1.55,36.0,10.32,9.0,5.9,24.8,2.3,C1,Tráfico alto,Tráfico alto
2023-01-25 03:00:00,NOROESTE2,night,17.6,1.47,46.0,7.16,19.0,3.6,14.1,2.2,C0,Mixto,Mixto
2023-01-25 04:00:00,NOROESTE2,night,19.1,1.44,42.0,7.83,18.0,3.4,15.8,2.3,C0,Mixto,Mixto
2023-01-25 05:00:00,NOROESTE2,night,35.3,1.5,36.0,12.28,10.0,11.0,24.5,2.4,C1,Tráfico alto,Tráfico alto
2023-01-25 20:00:00,NOROESTE2,night,26.1,1.69,70.0,11.78,29.0,3.7,22.4,3.1,C1,Tráfico alto,Partículas
2023-01-25 21:00:00,NOROESTE2,night,18.6,1.59,86.0,7.59,29.0,4.0,14.7,2.8,C0,Mixto,Partículas
2023-01-25 22:00:00,NOROESTE2,night,21.2,1.54,43.0,8.02,25.0,4.0,17.2,2.7,C0,Mixto,Mixto
2023-01-25 23:00:00,NOROESTE2,night,19.2,1.54,43.0,8.32,27.0,3.6,15.6,2.6,C0,Mixto,Mixto
2023-01-26 00:00:00,NOROESTE2,night,19.4,1.51,31.0,8.6,26.0,3.2,16.2,2.6,C0,Mixto,Mixto
2023-01-26 01:00:00,NOROESTE2,night,17.0,1.49,29.0,8.14,28.0,3.0,14.1,2.8,C0,Mixto,Mixto
2023-01-26 02:00:00,NOROESTE2,night,17.5,1.5,24.0,8.29,27.0,2.9,14.7,2.8,C0,Mixto,Mixto
2023-01-26 03:00:00,NOROESTE2,night,14.8,1.45,23.0,8.41,30.0,2.8,12.1,2.7,C0,Mixto,Mixto
2023-01-26 04:00:00,NOROESTE2,night,11.0,1.44,28.0,8.03,32.0,2.7,8.4,2.8,C0,Mixto,Mixto
2023-01-26 05:00:00,NOROESTE2,night,15.6,1.47,20.0,8.19,27.0,3.2,12.5,2.7,C0,Mixto,Mixto
2023-01-26 20:00:00,NOROESTE2,night,18.7,1.58,49.0,13.21,27.0,3.9,14.9,2.6,C0,Mixto,Mixto
2023-01-26 21:00:00,NOROESTE2,night,16.2,1.53,46.0,12.03,29.0,4.0,12.3,2.6,C0,Mixto,Mixto
2023-01-26 22:00:00,NOROESTE2,night,15.7,1.52,35.0,11.67,29.0,4.1,11.6,2.5,C0,Mixto,Mixto
2023-01-26 23:00:00,NOROESTE2,night,13.4,1.52,36.0,8.29,29.0,3.4,10.1,2.5,C0,Mixto,Mixto
2023-01-27 00:00:00,NOROESTE2,night,13.1,1.48,26.0,6.85,28.75000098438365,3.1,10.2,2.5,C0,Mixto,Mixto
