k,silhouette,dbi,inertia
2,0.26544445705239605,1.4244151748867038,135164.56652532518
3,0.2046139451593236,1.6533746412855874,116892.69550151897
4,0.1852501585749174,1.5529029474519,103818.14477547893
5,0.1770562805142483,1.5919735844348624,95421.16099403039
6,0.16896804238350613,1.5427301803217712,89424.0638815132
7,0.16239751766600138,1.612139305164778,84792.41381940086
8,0.16202962999653983,1.6252458466658721,80845.49209048654
