k,silhouette,dbi,inertia
2,0.2488278954254662,1.4796678998944652,91497.31457893607
3,0.181877198654311,1.7461387584710508,80171.78972270756
4,0.1722644386435668,1.6814463646295008,72863.95867147228
5,0.15251344714402595,1.7036671127050416,68162.89296053081
6,0.1423139917615132,1.8070754139452632,64762.53690786543
7,0.14467237486582027,1.7346294816572712,61537.21452357602
8,0.1374462273140514,1.7187620109032367,59031.76620769949
